gene_id	union_exon_bases	scored_exonic_bases	unique_exonic_bases	fraction_exonic_bases_scored	fraction_unique_mappability	mappability_status	overlapping_gene_count	overlapping_genes	unique_gene_model_status	uniform_gene_qc_status
LITCHI020612	3749	3749	0	1.00000000	0.00000000	FAIL	1	LITCHI020610	FAIL	FAIL
LITCHI020613	5363	5363	4591	1.00000000	0.85605072	PASS	1	LITCHI020614	FAIL	FAIL
LITCHI020614	3015	3015	2991	1.00000000	0.99203980	PASS	1	LITCHI020613	FAIL	FAIL
LITCHI020615	3387	3387	3387	1.00000000	1.00000000	PASS	1	LITCHI020616	FAIL	FAIL
LITCHI020616	3243	3243	3243	1.00000000	1.00000000	PASS	1	LITCHI020615	FAIL	FAIL
LITCHI020617	4539	4539	4539	1.00000000	1.00000000	PASS	1	LITCHI020618	FAIL	FAIL
LITCHI020618	2003	2003	2003	1.00000000	1.00000000	PASS	1	LITCHI020617	FAIL	FAIL
LITCHI020619	5499	5499	5258	1.00000000	0.95617385	PASS	1	LITCHI020620	FAIL	FAIL
LITCHI020620	11134	11134	10274	1.00000000	0.92275912	PASS	1	LITCHI020619	FAIL	FAIL
LITCHI020621	216	216	207	1.00000000	0.95833333	PASS	0		PASS	PASS
LITCHI020622	2152	2152	2001	1.00000000	0.92983271	PASS	1	LITCHI020623	FAIL	FAIL
LITCHI020623	1684	1684	1684	1.00000000	1.00000000	PASS	1	LITCHI020622	FAIL	FAIL
LITCHI020624	3458	3458	3458	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020625	1328	1328	1328	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020626	2145	2145	2145	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020627	189	189	189	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020628	540	540	540	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020629	1987	1987	1987	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020630	4563	4563	4539	1.00000000	0.99474030	PASS	1	LITCHI020631	FAIL	FAIL
LITCHI020631	7246	7246	7222	1.00000000	0.99668783	PASS	1	LITCHI020630	FAIL	FAIL
LITCHI020632	889	889	247	1.00000000	0.27784027	FAIL	1	LITCHI020633	FAIL	FAIL
LITCHI020633	547	547	324	1.00000000	0.59232176	FAIL	1	LITCHI020632	FAIL	FAIL
LITCHI020634	1191	1191	416	1.00000000	0.34928631	FAIL	0		PASS	FAIL
LITCHI020635	672	672	283	1.00000000	0.42113095	FAIL	0		PASS	FAIL
LITCHI020636	814	814	199	1.00000000	0.24447174	FAIL	0		PASS	FAIL
LITCHI020637	2515	2515	1377	1.00000000	0.54751491	FAIL	0		PASS	FAIL
LITCHI020638	2655	2655	2655	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020639	1547	1547	1547	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020640	1255	1255	1255	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020641	4357	4357	4357	1.00000000	1.00000000	PASS	1	LITCHI020642	FAIL	FAIL
LITCHI020642	6901	6901	6834	1.00000000	0.99029126	PASS	1	LITCHI020641	FAIL	FAIL
LITCHI020643	5143	5143	5143	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020644	3115	3115	3115	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020645	2590	2590	2590	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020646	330	330	330	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020647	1534	1534	1534	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020648	623	623	623	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020649	736	736	736	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020650	1469	1469	1469	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020651	5387	5387	5387	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020652	1122	1122	1122	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020653	1137	1137	1137	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020654	183	183	183	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020655	3090	3090	3090	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020656	273	273	273	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020657	951	951	951	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020658	870	870	870	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020659	770	770	770	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020660	4736	4736	4736	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020661	1235	1235	1235	1.00000000	1.00000000	PASS	1	LITCHI020662	FAIL	FAIL
LITCHI020662	5800	5800	5800	1.00000000	1.00000000	PASS	2	LITCHI020661;LITCHI020663	FAIL	FAIL
LITCHI020663	444	444	444	1.00000000	1.00000000	PASS	1	LITCHI020662	FAIL	FAIL
LITCHI020664	3624	3624	3590	1.00000000	0.99061810	PASS	0		PASS	PASS
LITCHI020665	4205	4205	4205	1.00000000	1.00000000	PASS	1	LITCHI020666	FAIL	FAIL
LITCHI020666	7088	7088	7088	1.00000000	1.00000000	PASS	1	LITCHI020665	FAIL	FAIL
LITCHI020667	534	534	534	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020668	3455	3455	3455	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020669	5508	5508	5508	1.00000000	1.00000000	PASS	2	LITCHI020670;LITCHI020671	FAIL	FAIL
LITCHI020670	1221	1221	1221	1.00000000	1.00000000	PASS	1	LITCHI020669	FAIL	FAIL
LITCHI020671	476	476	476	1.00000000	1.00000000	PASS	1	LITCHI020669	FAIL	FAIL
LITCHI020672	967	967	967	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020673	2295	2295	2295	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020674	1199	1199	1185	1.00000000	0.98832360	PASS	0		PASS	PASS
LITCHI020675	4255	4255	4255	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020676	1910	1910	1910	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020677	267	267	267	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020678	4370	4370	4276	1.00000000	0.97848970	PASS	0		PASS	PASS
LITCHI020679	3048	3048	3048	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020680	3911	3911	3911	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020681	1404	1404	1404	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020682	1458	1458	1412	1.00000000	0.96844993	PASS	0		PASS	PASS
LITCHI020683	2674	2674	2674	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020684	617	617	602	1.00000000	0.97568882	PASS	0		PASS	PASS
LITCHI020685	616	616	616	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020686	4011	4011	4011	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020687	2742	2742	2583	1.00000000	0.94201313	PASS	0		PASS	PASS
LITCHI020688	1984	1984	1857	1.00000000	0.93598790	PASS	0		PASS	PASS
LITCHI020689	2515	2515	2515	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020690	4639	4639	4639	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020691	1578	1578	1384	1.00000000	0.87705957	PASS	0		PASS	PASS
LITCHI020692	414	414	414	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020693	606	606	606	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020694	345	345	345	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020695	2842	2842	2842	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020696	4743	4743	4714	1.00000000	0.99388573	PASS	0		PASS	PASS
LITCHI020697	2689	2689	2689	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020698	4044	4044	4044	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020699	552	552	552	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020700	459	459	339	1.00000000	0.73856209	FAIL	0		PASS	FAIL
LITCHI020701	3651	3651	1120	1.00000000	0.30676527	FAIL	0		PASS	FAIL
LITCHI020702	1717	1717	363	1.00000000	0.21141526	FAIL	2	LITCHI020703;LITCHI020704	FAIL	FAIL
LITCHI020703	279	279	93	1.00000000	0.33333333	FAIL	1	LITCHI020702	FAIL	FAIL
LITCHI020704	1579	1579	72	1.00000000	0.04559848	FAIL	1	LITCHI020702	FAIL	FAIL
LITCHI020705	6966	6907	621	0.99153029	0.08990879	FAIL	0		PASS	FAIL
LITCHI020706	1579	1579	72	1.00000000	0.04559848	FAIL	0		PASS	FAIL
LITCHI020707	3655	3655	3655	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020708	7513	7513	3252	1.00000000	0.43284973	FAIL	1	LITCHI020709	FAIL	FAIL
LITCHI020709	10252	10252	4056	1.00000000	0.39563012	FAIL	1	LITCHI020708	FAIL	FAIL
LITCHI020710	2184	2184	757	1.00000000	0.34661172	FAIL	0		PASS	FAIL
LITCHI020711	4607	4607	2360	1.00000000	0.51226395	FAIL	0		PASS	FAIL
LITCHI020712	5206	5206	5206	1.00000000	1.00000000	PASS	1	LITCHI020713	FAIL	FAIL
LITCHI020713	8288	8288	8288	1.00000000	1.00000000	PASS	1	LITCHI020712	FAIL	FAIL
LITCHI020714	3775	3775	3775	1.00000000	1.00000000	PASS	1	LITCHI020715	FAIL	FAIL
LITCHI020715	2646	2646	2646	1.00000000	1.00000000	PASS	1	LITCHI020714	FAIL	FAIL
LITCHI020716	3035	3035	3035	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020717	6397	6397	6397	1.00000000	1.00000000	PASS	2	LITCHI020718;LITCHI020719	FAIL	FAIL
LITCHI020718	1527	1527	1527	1.00000000	1.00000000	PASS	1	LITCHI020717	FAIL	FAIL
LITCHI020719	3267	3267	3260	1.00000000	0.99785736	PASS	1	LITCHI020717	FAIL	FAIL
LITCHI020720	3818	3818	3066	1.00000000	0.80303824	PASS	0		PASS	PASS
LITCHI020721	1779	1779	1779	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020722	990	990	990	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020723	2823	2823	2823	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020724	3248	3248	3248	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020725	1573	1573	1573	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020726	186	186	186	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020727	1495	1495	1495	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020728	1123	1123	1123	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020729	8446	8446	8446	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020730	11733	11733	9293	1.00000000	0.79203955	FAIL	1	LITCHI020731	FAIL	FAIL
LITCHI020731	810	810	810	1.00000000	1.00000000	PASS	1	LITCHI020730	FAIL	FAIL
LITCHI020732	2370	2370	2370	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020733	4577	4577	1327	1.00000000	0.28992790	FAIL	1	LITCHI020734	FAIL	FAIL
LITCHI020734	4626	4626	427	1.00000000	0.09230437	FAIL	1	LITCHI020733	FAIL	FAIL
LITCHI020735	3553	3553	3438	1.00000000	0.96763299	PASS	1	LITCHI020736	FAIL	FAIL
LITCHI020736	2360	2360	2360	1.00000000	1.00000000	PASS	1	LITCHI020735	FAIL	FAIL
LITCHI020737	1563	1563	1563	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020738	735	735	735	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020739	2973	2973	2973	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020740	5636	5636	5636	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020741	3523	3523	3523	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020742	1416	1416	1416	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020743	2277	2277	2277	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020744	4933	4933	4895	1.00000000	0.99229678	PASS	0		PASS	PASS
LITCHI020745	4448	4448	1185	1.00000000	0.26641187	FAIL	1	LITCHI020746	FAIL	FAIL
LITCHI020746	4760	4760	507	1.00000000	0.10651261	FAIL	1	LITCHI020745	FAIL	FAIL
LITCHI020747	4666	4612	4509	0.98842692	0.97766696	PASS	1	LITCHI020748	FAIL	FAIL
LITCHI020748	4509	4509	4509	1.00000000	1.00000000	PASS	1	LITCHI020747	FAIL	FAIL
LITCHI020749	3753	3753	3753	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020750	3037	3037	3037	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020751	904	904	904	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020752	3510	3510	3510	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020753	1032	1032	1032	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020754	1088	1088	1088	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020755	2056	2056	1965	1.00000000	0.95573930	PASS	0		PASS	PASS
LITCHI020756	1902	1902	1839	1.00000000	0.96687697	PASS	0		PASS	PASS
LITCHI020757	1781	1781	1781	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020758	730	730	730	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020759	947	947	947	1.00000000	1.00000000	PASS	1	LITCHI020760	FAIL	FAIL
LITCHI020760	1012	1012	1002	1.00000000	0.99011858	PASS	1	LITCHI020759	FAIL	FAIL
LITCHI020761	2025	2025	2025	1.00000000	1.00000000	PASS	1	LITCHI020762	FAIL	FAIL
LITCHI020762	6459	6459	6459	1.00000000	1.00000000	PASS	1	LITCHI020761	FAIL	FAIL
LITCHI020763	213	213	213	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020764	207	207	207	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020765	5529	5529	5529	1.00000000	1.00000000	PASS	3	LITCHI020766;LITCHI020767;LITCHI020768	FAIL	FAIL
LITCHI020766	210	210	210	1.00000000	1.00000000	PASS	1	LITCHI020765	FAIL	FAIL
LITCHI020767	597	597	597	1.00000000	1.00000000	PASS	1	LITCHI020765	FAIL	FAIL
LITCHI020768	246	246	246	1.00000000	1.00000000	PASS	1	LITCHI020765	FAIL	FAIL
LITCHI020769	908	908	908	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020770	2725	2725	2397	1.00000000	0.87963303	PASS	0		PASS	PASS
LITCHI020771	1224	1224	1224	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020772	3297	3297	3293	1.00000000	0.99878678	PASS	0		PASS	PASS
LITCHI020773	1099	1099	1099	1.00000000	1.00000000	PASS	1	LITCHI020774	FAIL	FAIL
LITCHI020774	10592	10592	10592	1.00000000	1.00000000	PASS	2	LITCHI020773;LITCHI020775	FAIL	FAIL
LITCHI020775	764	764	764	1.00000000	1.00000000	PASS	1	LITCHI020774	FAIL	FAIL
LITCHI020776	2688	2688	2688	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020777	5279	5279	5279	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020778	1293	1293	1293	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020779	2259	2259	2259	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020780	8473	8473	8389	1.00000000	0.99008616	PASS	0		PASS	PASS
LITCHI020781	917	917	917	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020782	3827	3827	3827	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020783	1332	1332	1332	1.00000000	1.00000000	PASS	1	LITCHI020784	FAIL	FAIL
LITCHI020784	4103	4103	3871	1.00000000	0.94345601	PASS	2	LITCHI020783;LITCHI020785	FAIL	FAIL
LITCHI020785	360	360	360	1.00000000	1.00000000	PASS	1	LITCHI020784	FAIL	FAIL
LITCHI020786	2760	2760	2760	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020787	1622	1622	1622	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020788	1185	1185	1185	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020789	3923	3923	3923	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020790	3009	3009	3009	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020791	2250	2250	2250	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020792	3034	3034	3034	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020793	1923	1923	1923	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020794	2679	2679	2679	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020795	1638	1638	1638	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020796	1508	1508	1508	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020797	1239	1239	1239	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020798	2482	2482	2482	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020799	1309	1309	1309	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020800	6844	6844	6844	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020801	1996	1996	1996	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020802	6163	6163	6163	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020803	3392	3392	3392	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020804	2788	2788	2788	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020805	1703	1703	1703	1.00000000	1.00000000	PASS	1	LITCHI020806	FAIL	FAIL
LITCHI020806	2558	2558	2558	1.00000000	1.00000000	PASS	1	LITCHI020805	FAIL	FAIL
LITCHI020807	1178	1178	1178	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020808	2511	2511	2457	1.00000000	0.97849462	PASS	0		PASS	PASS
LITCHI020809	2083	2083	2083	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020810	520	520	520	1.00000000	1.00000000	PASS	1	LITCHI020811	FAIL	FAIL
LITCHI020811	6240	6240	6051	1.00000000	0.96971154	PASS	1	LITCHI020810	FAIL	FAIL
LITCHI020812	597	597	130	1.00000000	0.21775544	FAIL	0		PASS	FAIL
LITCHI020813	3769	3769	214	1.00000000	0.05677899	FAIL	0		PASS	FAIL
LITCHI020814	522	522	60	1.00000000	0.11494253	FAIL	0		PASS	FAIL
LITCHI020815	3406	3406	211	1.00000000	0.06194950	FAIL	0		PASS	FAIL
LITCHI020816	1052	1052	1052	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020817	3298	3298	3298	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020818	2530	2530	2530	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020819	4175	4175	4175	1.00000000	1.00000000	PASS	1	LITCHI020820	FAIL	FAIL
LITCHI020820	8031	8031	8031	1.00000000	1.00000000	PASS	2	LITCHI020819;LITCHI020821	FAIL	FAIL
LITCHI020821	1632	1632	1632	1.00000000	1.00000000	PASS	1	LITCHI020820	FAIL	FAIL
LITCHI020822	678	678	678	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020823	1293	1293	1293	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020824	1396	1396	1396	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020825	2118	2118	14	1.00000000	0.00661001	FAIL	0		PASS	FAIL
LITCHI020826	4509	4509	264	1.00000000	0.05854957	FAIL	0		PASS	FAIL
LITCHI020827	2117	2117	13	1.00000000	0.00614077	FAIL	0		PASS	FAIL
LITCHI020828	4508	4508	263	1.00000000	0.05834073	FAIL	0		PASS	FAIL
LITCHI020829	4559	4559	4533	1.00000000	0.99429699	PASS	0		PASS	PASS
LITCHI020830	570	570	570	1.00000000	1.00000000	PASS	1	LITCHI020831	FAIL	FAIL
LITCHI020831	1659	1659	1656	1.00000000	0.99819168	PASS	1	LITCHI020830	FAIL	FAIL
LITCHI020832	2548	2548	2548	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020833	5510	5510	5510	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020834	6696	6696	6696	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020835	1901	1901	1901	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020836	3893	3893	3893	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020837	1206	1206	1206	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020838	3007	3007	3007	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020839	3285	3285	3285	1.00000000	1.00000000	PASS	1	LITCHI020840	FAIL	FAIL
LITCHI020840	4478	4478	4478	1.00000000	1.00000000	PASS	1	LITCHI020839	FAIL	FAIL
LITCHI020841	3544	3544	3544	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020842	2059	2059	2059	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020843	1056	1056	1056	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020844	380	380	380	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020845	2991	2991	2991	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020846	4693	4693	4693	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020847	2163	2163	1901	1.00000000	0.87887194	PASS	0		PASS	PASS
LITCHI020848	1296	1296	1296	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020849	813	813	813	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020850	1904	1904	1904	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020851	3640	3640	3640	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020852	2433	2433	2433	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020853	4384	4384	4384	1.00000000	1.00000000	PASS	1	LITCHI020854	FAIL	FAIL
LITCHI020854	285	285	285	1.00000000	1.00000000	PASS	1	LITCHI020853	FAIL	FAIL
LITCHI020855	1050	1050	1050	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020856	2853	2853	2853	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020857	2744	2744	2744	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020858	867	867	867	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020859	7666	7666	7666	1.00000000	1.00000000	PASS	1	LITCHI020860	FAIL	FAIL
LITCHI020860	8285	8285	8285	1.00000000	1.00000000	PASS	1	LITCHI020859	FAIL	FAIL
LITCHI020861	811	811	811	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020862	4830	4830	4830	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020863	3031	3031	3031	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020864	8359	8359	8143	1.00000000	0.97415959	PASS	1	LITCHI020865	FAIL	FAIL
LITCHI020865	7520	7520	7400	1.00000000	0.98404255	PASS	1	LITCHI020864	FAIL	FAIL
LITCHI020866	213	213	213	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020867	1335	1335	1335	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020868	1887	1887	1852	1.00000000	0.98145204	PASS	0		PASS	PASS
LITCHI020869	1726	1726	1726	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020870	519	519	519	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020871	228	228	228	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020872	2794	2794	2776	1.00000000	0.99355762	PASS	0		PASS	PASS
LITCHI020873	4079	4079	3774	1.00000000	0.92522677	PASS	0		PASS	PASS
LITCHI020874	2657	2657	2657	1.00000000	1.00000000	PASS	1	LITCHI020875	FAIL	FAIL
LITCHI020875	4699	4699	4699	1.00000000	1.00000000	PASS	1	LITCHI020874	FAIL	FAIL
LITCHI020876	2350	2350	2350	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020877	1680	1680	1680	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020878	1434	1434	1434	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020879	4835	4835	4835	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020880	5410	5410	5410	1.00000000	1.00000000	PASS	1	LITCHI020881	FAIL	FAIL
LITCHI020881	5900	5900	5431	1.00000000	0.92050847	PASS	1	LITCHI020880	FAIL	FAIL
LITCHI020882	1177	1177	1177	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020883	1601	1601	1601	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020884	1261	1261	1261	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020885	5908	5908	5908	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020886	2488	2488	2488	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020887	855	855	855	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020888	3155	3155	3155	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020889	6149	6149	6109	1.00000000	0.99349488	PASS	0		PASS	PASS
LITCHI020890	816	816	816	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020891	1158	1158	1158	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020892	1821	1821	1821	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020893	2822	2822	2822	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020894	741	741	318	1.00000000	0.42914980	FAIL	0		PASS	FAIL
LITCHI020895	3999	3999	1861	1.00000000	0.46536634	FAIL	0		PASS	FAIL
LITCHI020896	1710	1710	883	1.00000000	0.51637427	FAIL	0		PASS	FAIL
LITCHI020897	531	531	507	1.00000000	0.95480226	PASS	0		PASS	PASS
LITCHI020898	1380	1380	667	1.00000000	0.48333333	FAIL	0		PASS	FAIL
LITCHI020899	1331	1331	1153	1.00000000	0.86626597	PASS	0		PASS	PASS
LITCHI020900	1696	1696	1696	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020901	3373	3373	3373	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020902	5278	5278	5278	1.00000000	1.00000000	PASS	1	LITCHI020903	FAIL	FAIL
LITCHI020903	1471	1471	1471	1.00000000	1.00000000	PASS	1	LITCHI020902	FAIL	FAIL
LITCHI020904	8729	8729	8729	1.00000000	1.00000000	PASS	1	LITCHI020905	FAIL	FAIL
LITCHI020905	4972	4972	4559	1.00000000	0.91693484	PASS	1	LITCHI020904	FAIL	FAIL
LITCHI020906	1816	1816	637	1.00000000	0.35077093	FAIL	0		PASS	FAIL
LITCHI020907	902	902	298	1.00000000	0.33037694	FAIL	0		PASS	FAIL
LITCHI020908	1343	1343	169	1.00000000	0.12583768	FAIL	0		PASS	FAIL
LITCHI020909	4652	4652	4652	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020910	3865	3865	3865	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020911	3898	3898	3898	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020912	1806	1806	1778	1.00000000	0.98449612	PASS	0		PASS	PASS
LITCHI020913	2204	2204	2204	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020914	1620	1620	1620	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI020915	486	486	486	1.00000000	1.00000000	PASS	0		PASS	PASS
